,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
15368,29,admin.,single,high.school,no,no,no,cellular,jul,fri,567,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
13245,33,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,143,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
39828,29,admin.,single,university.degree,no,yes,no,cellular,jun,wed,200,1,6,3,success,-1.7,94.055,-39.8,0.715,4991.6,yes
18956,33,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,170,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
36364,32,technician,single,high.school,no,no,no,cellular,jun,tue,430,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
19986,57,retired,married,basic.9y,unknown,yes,no,cellular,aug,fri,27,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
4953,25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,373,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
32720,50,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,474,1,9,1,success,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes
16365,36,entrepreneur,married,university.degree,no,yes,no,cellular,jul,wed,40,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
31430,34,technician,divorced,professional.course,no,yes,no,telephone,may,wed,175,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
30193,30,admin.,single,university.degree,no,no,no,cellular,apr,thu,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
11367,41,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,262,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40291,80,retired,divorced,basic.4y,no,no,yes,cellular,jul,thu,169,2,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,yes
39159,37,admin.,single,high.school,no,no,no,cellular,mar,wed,153,2,4,2,success,-1.8,93.369,-34.8,0.655,5008.7,yes
40564,45,blue-collar,single,high.school,no,yes,yes,cellular,sep,wed,327,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
39957,53,management,divorced,university.degree,no,no,no,cellular,jun,mon,345,1,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,yes
37803,62,retired,married,professional.course,no,yes,no,cellular,aug,tue,531,3,6,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
39591,24,student,single,high.school,no,yes,no,cellular,may,wed,258,1,3,5,success,-1.8,93.876,-40.0,0.672,5008.7,yes
40145,53,blue-collar,single,basic.9y,no,yes,no,telephone,jul,wed,897,2,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes
37235,73,retired,married,basic.4y,no,no,no,cellular,aug,fri,453,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes
27970,44,blue-collar,single,basic.4y,no,yes,no,cellular,mar,tue,1530,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,5099.1,yes
3566,44,management,single,university.degree,unknown,yes,no,telephone,may,fri,844,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
39727,20,student,single,unknown,no,no,no,cellular,may,tue,202,2,12,1,success,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
26623,31,admin.,married,university.degree,no,no,no,cellular,nov,thu,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
17551,52,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,867,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
22194,30,technician,single,professional.course,no,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17810,56,retired,married,university.degree,unknown,no,no,cellular,jul,tue,361,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
31228,29,admin.,single,high.school,no,unknown,unknown,cellular,may,wed,249,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
38724,54,technician,married,basic.9y,no,no,no,cellular,nov,tue,293,3,7,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
22898,58,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,454,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37663,34,technician,married,professional.course,no,no,no,cellular,aug,tue,193,1,13,1,success,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
19974,38,technician,married,professional.course,no,yes,no,cellular,aug,fri,848,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
26895,57,admin.,divorced,university.degree,unknown,no,no,cellular,nov,thu,399,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30002,31,technician,single,university.degree,no,yes,no,telephone,apr,tue,847,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
20474,36,management,married,university.degree,no,no,no,cellular,aug,tue,231,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30728,35,blue-collar,married,high.school,no,no,no,cellular,may,tue,895,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes
16296,29,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,89,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
6654,44,technician,single,high.school,no,no,no,telephone,may,wed,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26398,29,services,married,basic.9y,no,yes,no,cellular,nov,thu,755,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
31417,39,management,married,university.degree,unknown,no,no,cellular,may,wed,825,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
11461,49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,115,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36609,32,admin.,married,university.degree,no,yes,no,cellular,jun,thu,105,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
36473,26,retired,single,high.school,no,unknown,unknown,cellular,jun,wed,508,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
32369,58,admin.,married,high.school,no,yes,no,cellular,may,fri,67,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
38255,71,retired,single,university.degree,no,no,no,telephone,oct,tue,120,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
39992,26,admin.,married,high.school,no,no,no,cellular,jun,wed,598,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,yes
23174,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1635,45,management,married,basic.4y,unknown,yes,no,telephone,may,fri,100,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32726,34,admin.,single,university.degree,no,no,yes,cellular,may,mon,14,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
5121,46,services,married,high.school,no,yes,no,telephone,may,fri,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39390,56,admin.,single,university.degree,no,yes,no,cellular,mar,wed,175,1,999,1,failure,-1.8,93.369,-34.8,0.634,5008.7,yes
38590,39,technician,single,university.degree,unknown,yes,no,cellular,oct,fri,217,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
36847,37,technician,married,professional.course,no,no,no,cellular,jun,mon,129,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
12421,40,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,141,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40382,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,191,1,0,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes
5535,42,admin.,single,university.degree,no,yes,no,telephone,may,mon,422,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19390,45,admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,192,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
19218,32,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
2219,44,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,73,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25294,29,unemployed,married,professional.course,no,yes,no,cellular,nov,tue,170,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
40619,43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,255,1,3,1,success,-1.1,94.199,-37.5,0.882,4963.6,yes
16884,34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
13011,43,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,658,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
5685,41,services,married,basic.6y,unknown,yes,no,telephone,may,mon,150,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29051,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,574,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
35859,49,admin.,married,university.degree,no,yes,no,cellular,may,fri,168,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no
17111,52,admin.,married,high.school,no,no,no,cellular,jul,fri,324,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
9215,32,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,642,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
28486,42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
6623,36,management,single,university.degree,no,yes,no,telephone,may,wed,145,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2744,27,admin.,single,high.school,no,yes,no,telephone,may,wed,1328,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
15269,26,admin.,married,high.school,no,no,no,cellular,jul,thu,991,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
35843,45,admin.,married,unknown,no,yes,no,cellular,may,fri,271,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,yes
39319,75,retired,married,basic.9y,no,no,no,cellular,mar,mon,293,2,999,1,failure,-1.8,93.369,-34.8,0.639,5008.7,yes
23477,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,583,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
28373,36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,592,4,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
4228,31,admin.,married,high.school,no,no,no,telephone,may,tue,16,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40567,37,admin.,married,university.degree,no,no,no,cellular,sep,wed,265,2,6,2,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
19378,48,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,742,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
21645,56,retired,married,basic.4y,no,no,no,cellular,aug,tue,933,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
8797,48,admin.,married,high.school,no,yes,yes,telephone,jun,thu,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
9474,32,housemaid,single,basic.4y,no,yes,yes,telephone,jun,mon,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7450,36,admin.,married,high.school,no,no,no,telephone,may,fri,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
19016,35,admin.,married,university.degree,no,yes,no,cellular,aug,tue,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36789,28,admin.,single,high.school,no,no,no,cellular,jun,mon,491,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
38425,30,admin.,married,university.degree,no,yes,no,telephone,oct,wed,196,2,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,no
39468,29,admin.,single,university.degree,no,yes,no,cellular,apr,mon,237,4,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,no
24044,31,admin.,single,university.degree,no,yes,no,telephone,oct,tue,125,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.86,5195.8,yes
25109,47,services,married,high.school,no,no,no,cellular,nov,tue,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
27811,88,retired,divorced,basic.4y,no,no,no,cellular,mar,wed,323,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes
2258,60,technician,divorced,professional.course,unknown,yes,no,telephone,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30234,51,technician,married,professional.course,no,yes,no,cellular,apr,thu,341,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
19199,34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,455,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
33434,33,technician,single,university.degree,no,yes,no,cellular,may,tue,165,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
39905,36,management,married,university.degree,no,no,no,cellular,jun,tue,867,1,3,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes
4241,53,blue-collar,married,high.school,no,no,no,telephone,may,tue,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3227,33,technician,married,professional.course,no,no,no,telephone,may,thu,191,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27714,28,technician,single,university.degree,no,yes,no,cellular,mar,mon,131,12,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no
34887,34,admin.,single,high.school,no,yes,no,cellular,may,fri,655,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
17647,49,technician,married,university.degree,no,no,no,cellular,jul,mon,147,15,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
26477,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,232,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30174,48,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,871,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3183,45,admin.,married,high.school,no,yes,no,telephone,may,thu,695,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
4935,53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,222,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
4428,43,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,535,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
296,49,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15155,32,admin.,single,university.degree,no,no,yes,cellular,jul,thu,1027,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
17284,59,retired,married,high.school,no,yes,no,cellular,jul,fri,1448,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
27125,47,blue-collar,married,basic.4y,unknown,no,yes,cellular,nov,fri,105,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
32149,36,blue-collar,married,high.school,no,yes,no,cellular,may,fri,232,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
26402,47,technician,married,basic.6y,no,yes,no,cellular,nov,thu,223,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30251,30,admin.,married,university.degree,no,unknown,unknown,cellular,apr,thu,308,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
14624,35,admin.,married,university.degree,no,yes,no,cellular,jul,tue,98,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
25626,30,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,117,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
38923,31,technician,single,university.degree,no,no,no,cellular,nov,wed,372,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
29424,30,student,single,university.degree,no,yes,yes,telephone,apr,mon,37,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
20396,52,management,married,university.degree,unknown,no,no,cellular,aug,tue,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
21396,58,unknown,married,basic.4y,no,yes,no,cellular,aug,tue,645,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
39520,71,retired,married,basic.4y,no,no,no,cellular,apr,mon,328,2,4,1,success,-1.8,93.749,-34.6,0.645,5008.7,yes
37144,40,admin.,married,university.degree,no,no,no,cellular,aug,wed,397,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,no
10286,40,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,69,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10782,35,unemployed,divorced,basic.4y,no,yes,yes,telephone,jun,tue,637,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
901,52,technician,married,basic.4y,unknown,no,no,telephone,may,wed,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9684,58,unknown,married,basic.4y,no,yes,no,telephone,jun,mon,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38696,22,student,single,professional.course,no,no,no,cellular,nov,mon,113,3,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
7725,40,admin.,divorced,professional.course,no,yes,no,telephone,may,fri,539,12,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
14554,33,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,860,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
36236,36,unemployed,single,university.degree,no,yes,no,cellular,jun,mon,205,1,4,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes
35729,29,admin.,married,high.school,no,yes,no,cellular,may,mon,767,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
30608,27,student,single,university.degree,no,yes,no,telephone,may,mon,354,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
18041,23,services,married,high.school,no,no,no,cellular,jul,wed,650,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
3988,45,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,943,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,yes
34637,40,technician,single,professional.course,unknown,yes,no,cellular,may,thu,111,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
36386,32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,82,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
39435,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,143,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,no
19732,30,admin.,married,high.school,no,no,no,cellular,aug,thu,390,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
25529,34,technician,married,university.degree,no,yes,no,cellular,nov,wed,686,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
30126,52,management,divorced,professional.course,no,yes,no,cellular,apr,wed,85,7,999,0,nonexistent,-1.8,93.075,-47.1,1.3719999999999999,5099.1,no
23393,56,retired,divorced,university.degree,unknown,no,no,cellular,aug,wed,168,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
22290,56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,793,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
23797,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,82,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40161,20,student,single,basic.9y,no,yes,no,cellular,jul,thu,361,3,6,3,success,-1.7,94.215,-40.3,0.846,4991.6,yes
9292,32,admin.,single,high.school,no,no,yes,telephone,jun,fri,180,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
6717,52,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2077,36,technician,married,university.degree,no,yes,yes,telephone,may,mon,486,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
18403,52,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,92,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
35017,30,entrepreneur,married,high.school,no,yes,yes,cellular,may,fri,485,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
23249,55,management,married,university.degree,no,yes,no,cellular,aug,wed,52,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
28489,26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
38950,38,admin.,married,university.degree,no,no,yes,telephone,nov,mon,337,3,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
6444,37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,454,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21067,54,self-employed,married,high.school,no,yes,yes,cellular,aug,thu,904,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
17418,46,management,married,university.degree,no,no,no,cellular,jul,mon,662,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
7606,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,31,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
6018,34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,740,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
20121,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40284,50,housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,462,1,4,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
